Dataseed	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,51,half,all)train_accuracy	RF(0.7,51,half,all)K	RF(0.7,51,half,all)accuracy	RF(0.7,51,half,all)macro_sensitivity	RF(0.7,51,half,all)safe_macro_sensitivity	RF(0.7,51,half,all)safe_macro_specificity	RF(0.7,51,half,all)safe_macro_PPV	RF(0.7,51,half,all)safe_macro_NPV	RF(0.7,51,half,all)safe_macro_F1	RF(0.7,51,half,all)oob_error	RF(0.7,51,half,all)n_nodes	RF(0.7,51,half,all)σ² train_accuracy	RF(0.7,51,half,all)σ² K	RF(0.7,51,half,all)σ² accuracy	RF(0.7,51,half,all)σ² macro_sensitivity	RF(0.7,51,half,all)σ² safe_macro_sensitivity	RF(0.7,51,half,all)σ² safe_macro_specificity	RF(0.7,51,half,all)σ² safe_macro_PPV	RF(0.7,51,half,all)σ² safe_macro_NPV	RF(0.7,51,half,all)σ² safe_macro_F1	RF(0.7,51,half,all)σ² oob_error	RF(0.7,51,half,all)σ² n_nodes	RF(0.7,51,half,all)t	RF(0.7,51,half,all)hash	
3	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	61.82	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.27	0.0	0.371	("b39214e6c305b0b56d7ca5673fef624d551c77e2d5fcaf4a7c87df6fb5d28c95", "6f6b36f68d55d38998e3dfe58bdb071a2a8537261939df3aa67e807fe630f969", "96a69cc48976837766940568d55c08a8a6ea6813b03252dbb780a03cfa66a150", "ab2d025b666df5ed5d9c22ca40832006afb7b86e7444bc20281e882aed859683", "22e59ff575f993c256ca1446d4c43cdefff3a3a5f3811aa670f44adbe54d2f0a")	
4	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	61.64	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.25	0.0	0.233	("b39214e6c305b0b56d7ca5673fef624d551c77e2d5fcaf4a7c87df6fb5d28c95", "6f6b36f68d55d38998e3dfe58bdb071a2a8537261939df3aa67e807fe630f969", "96a69cc48976837766940568d55c08a8a6ea6813b03252dbb780a03cfa66a150", "ab2d025b666df5ed5d9c22ca40832006afb7b86e7444bc20281e882aed859683", "ef288d9d22c6eab61463275591049cf77a0800f8b4ece5697d202f205c62ea4b")	
5	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	61.64	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.25	0.0	0.222	("b39214e6c305b0b56d7ca5673fef624d551c77e2d5fcaf4a7c87df6fb5d28c95", "6f6b36f68d55d38998e3dfe58bdb071a2a8537261939df3aa67e807fe630f969", "96a69cc48976837766940568d55c08a8a6ea6813b03252dbb780a03cfa66a150", "ab2d025b666df5ed5d9c22ca40832006afb7b86e7444bc20281e882aed859683", "ef288d9d22c6eab61463275591049cf77a0800f8b4ece5697d202f205c62ea4b")	
6	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	61.82	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.21	0.0	0.225	("b39214e6c305b0b56d7ca5673fef624d551c77e2d5fcaf4a7c87df6fb5d28c95", "6f6b36f68d55d38998e3dfe58bdb071a2a8537261939df3aa67e807fe630f969", "96a69cc48976837766940568d55c08a8a6ea6813b03252dbb780a03cfa66a150", "16b7924a95ea2e1e46893c84c8220a29a749ed8bc1cbe3dad014319eee66a842", "ef288d9d22c6eab61463275591049cf77a0800f8b4ece5697d202f205c62ea4b")	
7	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.119	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	61.64	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.25	0.0	0.217	("b39214e6c305b0b56d7ca5673fef624d551c77e2d5fcaf4a7c87df6fb5d28c95", "6f6b36f68d55d38998e3dfe58bdb071a2a8537261939df3aa67e807fe630f969", "96a69cc48976837766940568d55c08a8a6ea6813b03252dbb780a03cfa66a150", "ab2d025b666df5ed5d9c22ca40832006afb7b86e7444bc20281e882aed859683", "ef288d9d22c6eab61463275591049cf77a0800f8b4ece5697d202f205c62ea4b")	
8	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	61.64	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.25	0.0	0.333	("b39214e6c305b0b56d7ca5673fef624d551c77e2d5fcaf4a7c87df6fb5d28c95", "6f6b36f68d55d38998e3dfe58bdb071a2a8537261939df3aa67e807fe630f969", "96a69cc48976837766940568d55c08a8a6ea6813b03252dbb780a03cfa66a150", "ab2d025b666df5ed5d9c22ca40832006afb7b86e7444bc20281e882aed859683", "ef288d9d22c6eab61463275591049cf77a0800f8b4ece5697d202f205c62ea4b")	
9	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.018	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.015	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.015	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.015	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	61.64	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.25	0.0	0.581	("b39214e6c305b0b56d7ca5673fef624d551c77e2d5fcaf4a7c87df6fb5d28c95", "6f6b36f68d55d38998e3dfe58bdb071a2a8537261939df3aa67e807fe630f969", "96a69cc48976837766940568d55c08a8a6ea6813b03252dbb780a03cfa66a150", "ab2d025b666df5ed5d9c22ca40832006afb7b86e7444bc20281e882aed859683", "ef288d9d22c6eab61463275591049cf77a0800f8b4ece5697d202f205c62ea4b")	
10	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.015	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.015	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.015	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.015	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.015	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	61.82	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.26	0.0	0.777	("6391f3599217b41b3c0468c57fbb37f20a34a19714e01e58f7c64c9996d1c670", "6f6b36f68d55d38998e3dfe58bdb071a2a8537261939df3aa67e807fe630f969", "96a69cc48976837766940568d55c08a8a6ea6813b03252dbb780a03cfa66a150", "ab2d025b666df5ed5d9c22ca40832006afb7b86e7444bc20281e882aed859683", "ef288d9d22c6eab61463275591049cf77a0800f8b4ece5697d202f205c62ea4b")	
1	fft	300	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.017	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	61.64	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.25	0.0	0.348	("b39214e6c305b0b56d7ca5673fef624d551c77e2d5fcaf4a7c87df6fb5d28c95", "6f6b36f68d55d38998e3dfe58bdb071a2a8537261939df3aa67e807fe630f969", "96a69cc48976837766940568d55c08a8a6ea6813b03252dbb780a03cfa66a150", "ab2d025b666df5ed5d9c22ca40832006afb7b86e7444bc20281e882aed859683", "ef288d9d22c6eab61463275591049cf77a0800f8b4ece5697d202f205c62ea4b")	
2	fft	300	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.015	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.015	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.015	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.018	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	62.0	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.27	0.0	0.348	("6391f3599217b41b3c0468c57fbb37f20a34a19714e01e58f7c64c9996d1c670", "37c068216ef5d84ba36e4348388ed0dd15e275fe8e062b90417da602797f89d6", "96a69cc48976837766940568d55c08a8a6ea6813b03252dbb780a03cfa66a150", "ab2d025b666df5ed5d9c22ca40832006afb7b86e7444bc20281e882aed859683", "ef288d9d22c6eab61463275591049cf77a0800f8b4ece5697d202f205c62ea4b")	
3	fft	300	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	62.0	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.29	0.0	0.314	("6391f3599217b41b3c0468c57fbb37f20a34a19714e01e58f7c64c9996d1c670", "6f6b36f68d55d38998e3dfe58bdb071a2a8537261939df3aa67e807fe630f969", "96a69cc48976837766940568d55c08a8a6ea6813b03252dbb780a03cfa66a150", "ab2d025b666df5ed5d9c22ca40832006afb7b86e7444bc20281e882aed859683", "22e59ff575f993c256ca1446d4c43cdefff3a3a5f3811aa670f44adbe54d2f0a")	
4	fft	300	700	semitone	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.016	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.013	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	100.0	0.0	50.0	NaN	66.67	1	0.014	2354a1161e22024cc153919743be8196c0ede75511c2ec9959a6fc5995cb7899	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	61.82	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.24	0.0	0.216	("b39214e6c305b0b56d7ca5673fef624d551c77e2d5fcaf4a7c87df6fb5d28c95", "6f6b36f68d55d38998e3dfe58bdb071a2a8537261939df3aa67e807fe630f969", "1a63fc0be7520a6e0eee878a0dc74023997b9913afa9794dc0a0e08f455c8ea5", "ab2d025b666df5ed5d9c22ca40832006afb7b86e7444bc20281e882aed859683", "ef288d9d22c6eab61463275591049cf77a0800f8b4ece5697d202f205c62ea4b")	
